idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,d3c_raw,exporter
1614130,54,Other Manufacturing,Small,Central,Establishment,Manufacturing,Central,7,No,Panel,English,19,7,2025,11,42,2024,12,31,36,12,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2020,2,2021,15.0,No,No,,No,,,,Yes,6.0,4.0,One minute or less,9.0,,No,,No,,No,,,,It is suitable for all operational needs,No,,,0,0,,0.0,With no difficulty at all,Manufacturing of ,86,24000000.0,Twenty four million,17000000.0,seventeen million,70.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,1,No,"We introduced beds with sockets , high modified  sofas which are comfortable while sitting which were not in existence before",Yes,we bought some advanced sewing machines used for grinding and cutting timbers which are advanced compared to the one we had,No,,,,,,,,,No,,,Strongly agree,Yes,1000000.0,No,Yes,60,0,0,10,0,30,0,Yes,500000.0,0.0,70.0,,30.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes,No,Yes,Private commercial banks,2022.0,800000.0,Yes,No,Yes,No,No,No,1000000.0,No,No,No,Application procedures were complex,,,No,30,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,Above 0 but below 0.5%,12,"Other (including e-money, e-wallet, and mobile money",mobile money,Above 0 but below 0.5%,8,Yes,12.0,No,No,,31,No,No,No,,Not eligible,No,,No,,No payments or gifts are paid,,Yes,3.0,No,Yes,3.0,No,0.0,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,No obstacle,Major obstacle,Minor obstacle,13,8,15,11,12,10,6,5,14,7,3,1,2,9,4,Tax rates,13,8,15,11,12,10,6,5,14,7,3,1,2,9,4,5,4,80.0,,5.0,0.0,0.0,0.0,,3,2,0,0,,,,,,,Yes,Dismissals were immediate,No severance was paid,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,No obstacle,200,200000.0,4200,Liters,,20000,4100000.0,0.0,12000000.0,,11000000.0,25,19,7,2025,14,23,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with different managers/staff,2.0,30.0,1,Face to face only,Yes,Yes,City with population over 1 million,3100,Central,Small (5-19),Other Manufacturing,Panel,148.16779,143.61815,231.79251,4,0,0.0
1614131,60,Other Services,Small,Central,Establishment,Manufacturing,Central,16,No,Panel,English,20,6,2025,17,16,2024,12,31,36,9,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,1985,5,1985,30.0,Yes,No,,No,,,,No,,,,,,No,,No,,No,,,,It is suitable for all operational needs,No,,,1,0,,0.0,Unable to change provider,Printing and reproduction of recorded media,80,100000000.0,one hundred million,80000000.0,eighty million,20.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Strongly agree,,,,,,,,,,,,National ,Too many to count,There is competition among many firms,Increased,No,0,No,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,80,20,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,10,"Other (including e-money, e-wallet, and mobile money",mobile money transfers,Payment received in less than a day,0.0,10,"Other (including e-money, e-wallet, and mobile money",mobile money transfer,0.0,No time spent,No,,,,,Don't know (spontaneous),"Yes, fully","Yes, fully",Yes,3.0,,No,,No,,,1500000.0,No,,,No,,,0.0,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,9,1,8,13,12,5,14,15,11,10,4,6,2,7,3,Electricity,9,1,8,13,12,5,14,15,11,10,4,6,2,7,3,16,16,100.0,,8.0,8.0,2.0,3.0,,8,0,0,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,125,100000.0,36585,Liters,,150000,5000000.0,2500000.0,20000000.0,,350000000.0,34,20,6,2025,17,51,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,1811,Central,Small (5-19),Other Services,Panel,153.42749,157.86736,293.1415,8,0,0.0
1614132,61,Other Services,Small,Central,Establishment,Other services,Central,5,No,Panel,English,16,4,2025,12,30,2024,12,31,36,14,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2011,2,2019,14.0,No,No,,No,,,,Yes,6.0,3.0,15.0,No Losses,,No,,No,,No,,,, It is not suitable for any operational needs,No,,,0,0,,0.0,With no difficulty at all,Other services ,100,21600000.0,TWENTY ONE MILLION SIX HUNDRED THOUSAND,18250000.0,EIGHTEEN MILLION TWO HUNDRED FIFTY THOUSAND,,100,0,0,,,,,,,,,,60,40,No,,,,,,,,No,,Tend to agree,Strongly agree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,Yes,0,Yes,0,,,No,,No,,,,,,,,,No,,,Strongly agree,No,,No,No,80,20,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,20,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,30," Bank transfers, including through online and mobile banking",,0.0,No time spent,Yes,2.0,No,No,,2,"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,No,,No,,No payments or gifts are paid,,No,,,No,,,3.0,Minor obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,Very severe obstacle,Moderate obstacle,Very severe obstacle,Minor obstacle,6,4,15,10,3,5,12,11,2,9,13,7,14,8,1,Tax rates,6,4,15,10,3,5,12,11,2,9,13,7,14,8,1,2,2,100.0,,,,,,1.0,2,0,0,0,,,,,,,No,,,3,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,Minor obstacle,50,50000.0,Don't know (spontaneous),,,Don't know (spontaneous),2340000.0,0.0,,,,Don't know (spontaneous),17,4,2025,12,25,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,4540,Central,Small (5-19),Other Services,Panel,153.42749,157.86736,293.1415,8,0,0.0
1614133,65,Other Services,Small,Central,Establishment,Other services,Central,15,No,Panel,English,31,3,2025,10,45,2024,12,31,36,17,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,1994,6,1994,31.0,No,No,,No,,,,Yes,1.0,0.0,30.0,5.0,,Yes,5.0,No,,No,,,,It is suitable for all operational needs,No,,,0,1,7.0,1.0,With some difficulty,Restaurant,90,180000000.0,ONE HUNDRED  EIGHTY MILLION,250000000.0,TWO HUNDRED FIFTY MILLION,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Strongly agree,Tend to disagree,,,,,,,,,,,,National ,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,Yes,BEFORE WE USED TO USE BOTH CHARCOAL AND GAS BUT NOW WE INTRODUCED ONLY GAS AND ITS THE ONE WE USE FOR ALL COOKING,Yes,500000.0,,,,,,,,No,,,Tend to disagree,No,,Yes,Yes,0,98,0,0,0,2,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,Don't know (spontaneous),Yes,Don't know (spontaneous),,Still in process,,Yes,10,"Other (including e-money, e-wallet, and mobile money",MOBILE MONEY,Payment received in less than a day,0.0,10," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,5,Yes,20.0,Yes,Yes,4.0,8,"Yes, fully","Yes, fully",Don't know (spontaneous),,,No,,No,,No payments or gifts are paid,,No,,,Yes,2.0,No,0.0,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,Major obstacle,Major obstacle,Moderate obstacle,Minor obstacle,3,13,5,14,10,12,6,4,11,1,7,8,9,15,2,Tax administration,3,13,5,14,10,12,6,4,11,1,7,8,9,15,2,10,7,10.0,,,,,,4.0,4,4,2,1,,,,,2.0,,Yes,8.0,No severance was paid,2,3,2.0,3.0,No,,,Yes,No,No obstacle,No obstacle,1000,1200000.0,80,Cubic meters,,1100000,72000000.0,5535000.0,,,,Don't know (spontaneous),31,3,2025,11,58,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,5610,Central,Small (5-19),Other Services,Panel,153.42749,157.86736,293.1415,8,0,0.0
1614134,67,Retail,Small,Northern,Establishment,Retail services,Northern,7,No,Panel,English,14,8,2025,0,15,2024,12,31,36,14,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,Yes,100.0,2007,3,2009,18.0,Yes,No,,No,,,,Yes,3.0,2.0,20.0,No Losses,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,With no difficulty at all,Retail trade of ,70,,,Don't know (spontaneous),,,100,0,0,,,,,,,,,,90,10,No,,,,,,,,No,,Tend to disagree,Tend to disagree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,Yes,0,Yes,0,,,No,,No,,,,,,710.0,Other,7 by 10 meters,No,,,Tend to disagree,No,,No,No,100,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,25,"Other (including e-money, e-wallet, and mobile money",MTN AND AIRTEL MONEY,Payment received in less than a day,0.0,10,"Other (including e-money, e-wallet, and mobile money",MTN AND AIRTEL MONEY,0.0,No time spent,Yes,1.0,No,No,,One hour or less,"Yes, partially","Yes, partially",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,No,,,1.0,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,Major obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,Major obstacle,No obstacle,3,15,12,11,5,8,13,6,14,10,4,7,1,2,9,Tax rates,3,15,12,11,5,8,13,6,14,10,4,7,1,2,9,3,3,100.0,,,,,,2.0,2,1,0,0,,,,,,,No,,,2,2,1.0,3.0,No,,,No,,No obstacle,No obstacle,50,50000.0,12,Cubic meters,,60000,Don't know (spontaneous),,,Don't know (spontaneous),,Refusal (spontaneous),14,8,2025,2,23,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4772,Northern,Small (5-19),Retail,Panel,41.880135,43.730415,80.2275,74,0,0.0
1614135,70,Retail,Small,Central,Establishment,Retail services,Central,5,No,Panel,English,6,3,2025,13,7,2024,12,31,36,14,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2012,2,2019,14.0,No,No,,No,,,,Yes,3.0,2.0,20.0,No Losses,,No,,No,,No,,,,ESTABLISHMENT DOES NOT HAVE PIPED WATER FROM A UTILITY PROVIDER,No,,,0,0,,0.0,With no difficulty at all,Retail trade of ,100,8400000.0,Eight million four hundred thousand,6200000.0,Six million two hundred thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Strongly agree,Strongly agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,1,Yes,introduced selling of animal feeds as a supplements to the income generation and to  expand the business.,No,,No,,,,,,Don't know (spontaneous),,,No,,,Tend to agree,No,,No,No,60,20,0,0,0,10,10,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,20,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,0.0,10," Bank transfers, including through online and mobile banking",,0.0,No time spent,Yes,2.0,No,No,,Don't know (spontaneous),"Yes, partially","Yes, partially",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,No,,,1.0,No obstacle,No obstacle,Major obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,Very severe obstacle,Minor obstacle,9,6,1,12,5,10,11,3,13,14,7,8,15,4,2,Tax rates,9,6,1,12,5,10,11,3,13,14,7,8,15,4,2,3,3,100.0,,,,,,2.0,2,1,0,0,,,,,,,No,,,1,1,1.0,2.0,No,,,No,,No obstacle,No obstacle,30,30000.0,19,Cubic meters,,95000,1500000.0,0.0,,Don't know (spontaneous),,Refusal (spontaneous),15,4,2025,9,23,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,4773,Central,Small (5-19),Retail,Panel,107.021225,109.443504,199.44629,6,0,0.0
1614136,74,Other Manufacturing,Large,Central,Establishment,Manufacturing,Central,1850,No,Panel,English,15,7,2025,12,49,2024,12,31,36,4,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,1983,60,1983,42.0,No,Yes,"ISO 9001, ISO 1400 DEMONSTRATES THE COMPANIES COMMITEMENT TO QUALITY MANAGEMENT,  ENVIRONMENTAL RESPONSIBILITY AND HEALTHY RESPONSIBILITY",Yes,730.0,No,57000000.0,Yes,2.0,6.0,30.0,,44400000.0,Yes,5.0,No,,No,,,,It is suitable for all operational needs,Yes,4.0,2.0,1,1,5.0,1.0,With no difficulty at all,Manufacturing of ,60,6000000000000.0,six trillion,4000000000000.0,four trillion,92.0,55,10,35,"Tanzania, United Republic of",Yes,2.0,8.0,1.0,0.0,5.0,Yes,1995.0,44,56,Yes,Japan,Yes,1.0,0.0,1.0,20.0,5.0,No,,Tend to agree,Tend to agree,Tend to agree,We fixed it and took action to make sure it did not happen again,Yes,10 or more production performance indicators,Yes,Combination of short term and long term production targets,Only possible to achieve with extraordinary effort,All managers and most production workers,Yes,The establishmentâs performance ,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,National ,32.0,There is competition among many firms,Increased,Yes,1,Yes,1,Yes,we introduced roofing sheets of different profiles from matte finish to wrinkle finish where the wrinkle finish sheets have a distinct tactile quality due to the raised pattern and have a unique texture which adds visual interest,Yes,we introduced the manufacturing of guardrails  because we could import finished guardrails but we locally manufacture them to their final stage,No,,,,,,,,,No,,,Tend to agree,No,,Yes,Yes,35,10,0,30,0,25,0,Yes,1000000000000.0,0.0,35.0,,10.0,,0.0,,30.0,,0.0,,25.0,,0.0,,Yes,Yes,Yes,Private commercial banks,2024.0,6000000000.0,Yes,Yes,Yes,No,Yes,No,7000000000.0,No,Yes,Yes,,Application was approved in full,30.0,Yes,60,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,90,Credit cards,,2.0,85,Yes,4.0,No,Yes,4.0,30,"Yes, fully","Yes, fully",Yes,12.0,,Yes,Very much difficult,No,,No payments or gifts are paid,,Yes,One day or less,No,Yes,One day or less,No,2.0,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,Major obstacle,Moderate obstacle,13,12,5,6,8,3,4,15,14,11,9,10,2,7,1,Tax rates,13,12,5,6,8,3,4,15,14,11,9,10,2,7,1,2000,1800,80.0,,1500.0,500.0,500.0,300.0,,700,500,300,1,800.0,,300.0,,500.0,,Yes,2.0,2.0,30,50,30.0,7.0,No,,,Yes,Yes,Minor obstacle,Minor obstacle,42000,47000000.0,12000,Cubic feet,,4000000,1000000000000.0,1000000000.0,3000000000000.0,,1000000000000.0,5,15,7,2025,17,8,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,2410,Central,Large (100 or more),Other Manufacturing,Panel,1.0,1.0,1.0,20,35,1.0
1614137,76,Other Services,Medium,Western,Establishment,Other services,Western,5,No,Panel,English,19,7,2025,15,2,2024,12,31,36,8,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2018,Don't know (spontaneous),2018,13.0,No,No,,No,,,,Yes,5.0,5.0,One minute or less,No Losses,,Yes,5.0,No,,No,,,,It is suitable for all operational needs,No,,,0,0,,0.0,Don't know (spontaneous),Hotel,100,18000000.0,Eighteen million,Don't know (spontaneous),,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Strongly agree,Does not apply (spontaneous),,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,No,0,,,No,,No,,16.0,100.0,Square Meters,,,,,No,,,Strongly agree,No,,Yes,Yes,100,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,5,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,0.0,0,,,,Don't know (spontaneous),Yes,2.0,No,No,,720,"Yes, fully","Yes, fully",No,,Don't know (spontaneous),No,,No,,No payments or gifts are paid,,No,,,Yes,4.0,No,0.0,Minor obstacle,Minor obstacle,No obstacle,Does not apply,No obstacle,Does not apply,No obstacle,Minor obstacle,Minor obstacle,No obstacle,Moderate obstacle,No obstacle,Minor obstacle,No obstacle,12,13,2,11,1,7,15,6,8,4,9,14,3,10,5,Access to land,12,13,2,11,1,7,15,6,8,4,9,14,3,10,5,5,2,0.0,,,,,,4.0,4,1,0,0,,,,,,,Yes,Dismissals were immediate,No severance was paid,No part-time workers,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No obstacle,No obstacle,296,296000.0,42,Cubic meters,,420000,8400000.0,0.0,,,,30,19,7,2025,16,8,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,5510,Western,Medium (20-99),Other Services,Panel,41.824272,46.376404,86.83816,40,0,0.0
1614138,80,Food,Small,Eastern,Establishment,Manufacturing,Eastern,9,No,Panel,English,28,5,2025,12,29,2024,12,31,36,16,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,1992,5,1996,30.0,No,No,,No,,,,Yes,8.0,10.0,0.0,,6000000.0,No,,No,,No,,,,ESTABLISHMENT DOES NOT HAVE PIPED WATER FROM A UTILITY PROVIDER,No,,,0,0,,0.0,With no difficulty at all,Manufacturing of ,100,38000000.0,Thirty eight million,6000000.0,six million,100.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to disagree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,Yes,40,60,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Interest rates were not favorable,,,No,0,,,,,2,"Other (including e-money, e-wallet, and mobile money",mobile money,2.0,5,Yes,2.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,3.0,,No,,,Yes,7.0,Yes,2.0,No obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,Very severe obstacle,No obstacle,Minor obstacle,Minor obstacle,Very severe obstacle,Major obstacle,Major obstacle,Minor obstacle,13,10,7,12,2,14,6,15,11,3,4,8,9,1,5,Access to finance,13,10,7,12,2,14,6,15,11,3,4,8,9,1,5,9,9,40.0,,9.0,0.0,0.0,0.0,,9,0,0,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,No obstacle,1000,900000.0,0,,,0,10000000.0,3500000.0,Don't know (spontaneous),,15000000.0,30,28,5,2025,13,23,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,50.000 to 250.000,1079,Eastern,Small (5-19),Food,Panel,2.2748156,1.7886078,3.4692907,46,0,0.0
1614139,84,Other Manufacturing,Small,Western,Establishment,Manufacturing,Western,5,No,Panel,English,16,4,2025,16,39,2024,12,31,36,8,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2002,5,2010,24.0,No,No,,No,,,,Yes,5.0,5.0,40.0,40.0,,No,,No,,No,,,,ESTABLISHMENT DOES NOT HAVE PIPED WATER FROM A UTILITY PROVIDER,No,,,0,0,,0.0,Don't know (spontaneous),Manufacturing of ,60,40000000.0,Forty million,22000000.0,Twenty two million,4.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Strongly agree,Tend to disagree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,Yes,0,Yes,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,Yes,No,20,20,0,60,0,0,0,Yes,1000000.0,0.0,50.0,,20.0,,0.0,,30.0,,0.0,,0.0,,0.0,,Yes,No,Yes,State-owned banks or government agency,2023.0,15000000.0,Yes,No,No,No,Yes,No,25000000.0,No,No,No,No need for a loan - establishment had sufficient capital,,,No,50,"Other (including e-money, e-wallet, and mobile money",Mobile money,Payment received in less than a day,0.0,80,"Other (including e-money, e-wallet, and mobile money",Mobile money,1.0,20,Yes,2.0,No,Don't know (spontaneous),,8,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,2.0,,No,,,Yes,2.0,No,4.0,Moderate obstacle,Minor obstacle,No obstacle,Does not apply,Moderate obstacle,Does not apply,Major obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Very severe obstacle,Major obstacle,Minor obstacle,3,9,2,14,12,5,6,15,7,11,8,13,10,1,4,Access to finance,3,9,2,14,12,5,6,15,7,11,8,13,10,1,4,5,5,0.0,,4.0,1.0,0.0,0.0,,2,0,2,1,4.0,,No employees trained,,,No women employees trained,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,240,240000.0,0,,,0,12000000.0,0.0,16000000.0,,24200000.0,Don't know (spontaneous),16,4,2025,18,3,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,City with population over 1 million,3100,Western,Small (5-19),Other Manufacturing,Panel,60.451088,68.62606,130.52612,28,0,0.0
