idstd,id,a4a,a6a,a2,a1c,competition_select,tax_select,vat_applicable,a4b_v4,a0,a3a,a6c,a6b,a7,a1a,a14d,a14m,a14y,a14h,a14min,ic1,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,TZb1,TZb2,TZb3,b4a,b5,b6,b6b,b7,b7a,TZb4,TZb5,b8,b8x,c3,c4,c5,c31,c32,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c33,c34,c34b,c34bx,c152,c162,c172,c35a,c35b,c22b,TZc1,c36,c37,c38,c39,c40a,c40b,c41a,c41b,c42,c30a,d1a1a,d1a6a,d1a6b,d1a6c,d1a6cx,d1a3,d2,d2x,d2a1,d2a1x,n3,n3x,d3a,d3b,d3c,TZd1a,TZd1b,TZd1c,TZd1d,TZd1e,d31x,d32,d4a,d4b,d33a,d33b,d34,d35,d36a,d36b,d37,d8,d12a,d12b,d13,TZd2a,TZd2b,TZd2c,TZd2d,d38x,d39,d14a,d14b,d40a,d40b,d41,TZd3,TZd4,d30a,d30b,o1,o2,o3a,o3b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e31a,e31b,e6,e11,e32,e33,e34,e35,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,g2,g3,g4,g31,g32,g33,g5a,g5b,g5bx,g30a,ge3,ge3a,ge7,ge8d,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k82,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k162,k17,k20a1,k31,k32,k21,k33,k34,k35,k36,k37,k38,k39,k40,k30,TZmm1,TZmm2,TZmm3,TZmm4,TZmm5,j31,j2,j3,j4,j5,j32,j33,j34,j35a,j35b,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,i30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,TZl1,l31,l32,l33,TZl2,TZl3a,TZl3b,TZl3c,TZl3d,l34,l35,l36,TZl4,TZl5,l1a,l6,l6a,l8,l37,l38,l39,l40,l41,TZl6,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2a2,n2b,n2k,n2l,n2e,n2i,n2a1,n2e1,n7a,n11,n12,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,d3c_raw,exporter
1181299,635,Other Services,Medium,Dar-es-salaam,Establishment,1,1,Yes,Food and beverage,Other services,Dar-es-salaam,5,Small,No,Swahili,6,10,2023,18,0,Yes,2022,12,31,Tanzania,ES002,,,,,,Sole proprietorship,,0.0,100,0.0,0,0,No,100,100.0,0.0,,2007,10,2007,10.0,Yes,2,1,No,,No,,,,100,No,,,,,,No,,No,,,,10000,Other,Cubic litres,No,,,,,0.0,No,0.0,,,0.0,,,,,Unable to change provider,Major obstacle,Restaurant,,,,,95,72000000.0,Seventy-two million,,,50000000.0,Fifty million,100,0,0,0,0,0,0,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Through other business,Size of the business,No obstacle,Minor obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,Above 90%,,0.0,Yes,"Yes, there is more competition",Yes,No,,Major obstacle,0.0,,,,No,,,No,,,No,,,No,,,,,,No obstacle,No,,No,No,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,,,No,0,,,,,1,Other,1.0,0.0,No,,,,,Tend to agree,No time was spent,Yes,3.0,No,No,,No,3.0,,"Yes, fully","Yes, fully",Yes,6.0,VAT cash refunds take too long to receive,No,,No,,No payments or gifts are paid,,No,,,Yes,14.0,No,Moderate obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,1,5,3,2,7,4,6,5.0,5,,,1,2,2,,,0.0,0.0,,0.0,,,,,,,1,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,5,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No,No obstacle,No obstacle,Access to finance,11,7,12,13,8,10,1,6,14,9,15,3,2,5,4,10800000.0,2000000.0,1800000,800000,150000,,,,,,18,35,6,10,2023,19,4,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,No,Yes,City with population over 1 million,5610,Dar-es-salaam,Medium (20-99),Other Services,Panel,348.62845,350.19333,387.06436,48,0,0.0
1181300,637,Retail,Medium,Dar-es-salaam,Establishment,0,1,Yes,Food and beverage,Other services,Dar-es-salaam,133,Large,Yes,Swahili,30,8,2023,13,34,Yes,2022,12,31,Tanzania,ES015,3.0,Yes,No,Yes,,Limited partnership,,0.0,100,0.0,0,0,No,80,10.0,0.0,,2018,30,2018,5.0,No,5,1,No,,No,,,,350,No,,,,,,Yes,5.0,No,,,,250,Cubic meters,,No,,,,,0.0,No,0.0,,,0.0,,,,,Don't know (spontaneous),No obstacle,Restaurant,,,,,100,1800000000.0,One billion eight hundred million,,,1500000000.0,One billion and five hundred million,100,0,0,100,0,0,0,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Through other business,Personal relationship and trust with the top manager of the business,No obstacle,Major obstacle,No,,Tend to disagree,Tend to disagree,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,All managers and most production workers,No,,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,Local â main product sold mostly in same municipality where establishment is located,Too many to count,,Don't know (spontaneous),0.0,No,"Yes, there is more competition",Prices are regulated,No,,Moderate obstacle,1.0,Yes,Catering services were not available before.,we do offer food services in reference to the demand of the customers,No,,,No,,,No,,,No,,,,,,Minor obstacle,No,,No,No,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,,,Yes,5,Mobile money,Payment received in less than a day,5.0,10.0,10,Mobile money,5.0,2.0,Yes,None,5.0,10.0,10.0,Tend to agree,No time was spent,Yes,3.0,No,Yes,One week or less,No,One hour or less,,"Yes, partially","Yes, partially",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,Yes,One day or less,No,Major obstacle,Major obstacle,Major obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,4,6,3,7,1,5,2,133.0,100,,,40,73,20,,,70.0,10.0,,0.0,,,,,,,10,20,No hires,Non-wage labor costs were too high,,,,,,No,,,,,0,No full-time seasonal or temporary workers,,,No,,,No,,No,Minor obstacle,Major obstacle,Tax rates,9,11,12,7,13,10,2,14,5,3,6,8,15,4,1,1200000000.0,200000000.0,56000000,7000000,0,,,,,,20,7,30,8,2023,14,30,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,2,No,Yes,City with population over 1 million,5630,Dar-es-salaam,Medium (20-99),Retail,Panel,67.16706,69.87245,61.701096,44,0,0.0
1181301,639,Other Manufacturing,Small,Dar-es-salaam,Establishment,1,1,Yes,Furniture,Manufacturing,Dar-es-salaam,5,Small,No,Swahili,9,12,2023,15,48,Yes,2022,12,31,Tanzania,ES015,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,No,100,0.0,,,1996,2,2000,15.0,No,5,0,No,,No,,,,56,Yes,1.0,11.0,59.0,9.0,,No,,No,,,,200,Cubic meters,,No,,,,,0.0,No,0.0,,,0.0,,,,,Don't know (spontaneous),Moderate obstacle,Manufacturing of ,,,,,100,14650000.0,fourteen million six hundred fifty thousand,15200000.0,fifteen million two hundred thousand,13600000.0,thirteen million six hundred thousand,100,0,0,100,0,0,0,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Through other business,Personal relationship and trust with the top manager of the business,Minor obstacle,No obstacle,No,,Tend to agree,Tend to disagree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,Below 50%,,0.0,No,"Yes, there is more competition",Prices are regulated,No,,No obstacle,0.0,,,,No,,,No,,57.0,No,,,No,,,,,,Minor obstacle,No,,Yes,Yes,100,0,0,0,0,Yes,260000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,Size of loan and maturity were insufficient,,,,No,0,,,,,0,,,2.0,No,,,,,Tend to disagree,No time was spent,No,,,,,"Yes, partially",One hour or less,,No,"Yes, partially",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,2,7,1,3,6,5,4,5.0,2,4.0,1.0,2,2,0,4.0,1.0,,90.0,,0.0,,,,,,,None,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,0,No full-time seasonal or temporary workers,,,No,,,No,,No,No obstacle,Minor obstacle,Access to finance,11,7,8,3,6,10,4,12,13,9,15,1,14,5,2,2450000.0,450000.0,360000,72000,0,530000.0,,2600000.0,625000.0,150000.0,10,5,9,12,2023,16,46,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,Yes,City with population over 1 million,3100,Dar-es-salaam,Small (5-19),Other Manufacturing,Panel,192.78873,177.31303,209.29317,32,0,0.0
1181302,642,Other Manufacturing,Small,Dar-es-salaam,Establishment,1,1,Yes,Construction of buildings,Other services,Dar-es-salaam,33,Medium,No,Swahili,5,7,2023,14,57,Yes,2022,6,30,Tanzania,ES010,,,,,,Sole proprietorship,,0.0,100,0.0,0,0,No,100,100.0,0.0,,2004,33,2004,13.0,No,5,0,Yes,ISO 9000,No,,,,Don't know (spontaneous),Yes,0.0,,,Don't know (spontaneous),,Yes,Don't know (spontaneous),No,,,,Don't know (spontaneous),,,No,,,,,0.0,Yes,0.0,,,0.0,,,,,With some difficulty,Don't know (spontaneous),Construction of,,,,,100,,,,,Don't know (spontaneous),,100,0,0,0,0,30,70,0,,,,,,,,,,,,,0,100,Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),India,Seaport,Don't know (spontaneous),,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Personal relationship and trust with the top manager of the business,No obstacle,Moderate obstacle,No,,Does not apply (spontaneous),Does not apply (spontaneous),DOES NOT APPLY (SPONTANEOUS),Yes,1-2 production performance indicators,Yes,Don't know (spontaneous),Possible to achieve with more than normal effort,Only senior managers,No,,-7.0,DOES NOT APPLY (SPONTANEOUS),National â main product sold mostly across the country where establishment is located,0.0,Above 90%,,0.0,No,No change,Don't know (spontaneous),No,,Does not apply,0.0,,,,No,,,No,,,Yes,21.0,No,No,,,,,,Does not apply,No,,No,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,Yes,Don't know (spontaneous),,,,,Don't know (spontaneous),,,0.0,Yes,None,None,None,100.0,Strongly agree,Don't know (spontaneous),Yes,1.0,Don't know (spontaneous),Yes,One week or less,No,36.0,,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,Don't know (spontaneous),No obstacle,2,7,5,1,4,6,3,33.0,33,,,5,10,18,,,1.0,0.0,,0.0,,,,,,,5,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,33,No full-time seasonal or temporary workers,,,No,,,No,,No,No obstacle,No obstacle,Business licensing and permits,2,8,12,1,14,13,11,6,15,5,3,10,9,4,7,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,,,Refusal (spontaneous),Refusal (spontaneous),5,7,2023,15,47,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,5,No,Yes,City with population over 1 million,4100,Dar-es-salaam,Small (5-19),Other Manufacturing,Panel,35.35512,34.759354,34.96519,32,0,0.0
1181303,647,Hotels,Small,Arusha,Establishment,1,0,Yes,Accommodation,Other services,Arusha,8,Small,No,Swahili,9,7,2023,13,14,Yes,2022,12,31,Tanzania,ES007,,,,,,Sole proprietorship,,0.0,100,0.0,0,0,No,No family ownership,,,,2001,8,2002,6.0,No,2,1,No,,No,,,,112,No,,,,,,No,,No,,,,1000,Cubic meters,,No,,,,,0.0,No,0.0,,,0.0,,,,,Don't know (spontaneous),Very severe obstacle,Hotel,20.0,Don't know (spontaneous),,,100,900000000.0,nine hundred million,,,600000000.0,Six hundred million,50,25,25,100,0,0,0,0,,,,,,,,,,,,Don't know (spontaneous),100,0,,100,0,0,0,,,,,,,,Through other business,Personal relationship and trust with the top manager of the business,Minor obstacle,Minor obstacle,No,,Tend to agree,Tend to disagree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Don't know (spontaneous),Don't know (spontaneous),,0.0,No,Don't know (spontaneous),No,Don't know (spontaneous),,Moderate obstacle,0.0,,,,No,,,No,,,No,,,No,,,,,,Major obstacle,No,,No,Yes,40,60,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,,,Yes,Don't know (spontaneous),,,,,Don't know (spontaneous),,,4.0,No,,,,,Tend to agree,No time was spent,Yes,1.0,No,Yes,One week or less,No,,3.0,"Yes, fully","Yes, fully",No,,The application for a VAT cash refund is too complicated,No,,No,,No payments or gifts are paid,,No,,,Yes,14.0,No,Major obstacle,Major obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,3,5,6,2,1,7,4,8.0,8,,,4,4,0,,,4.0,,4.0,1.0,,,,,,4.0,2,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,0,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No,Minor obstacle,Minor obstacle,Electricity,3,5,11,14,13,15,4,6,8,7,12,9,1,2,10,55000000.0,13600000.0,3600000,1000000,Don't know (spontaneous),,,,,,Refusal (spontaneous),Refusal (spontaneous),9,7,2023,13,48,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,No,No,City with population over 1 million,5510,Arusha,Small (5-19),Hotels,Panel,15.398625,13.297994,7.263687,8,25,1.0
1181304,649,Other Manufacturing,Small,Dar-es-salaam,Establishment,0,1,Yes,Wood and products of wood and cork,Manufacturing,Dar-es-salaam,16,Small,No,Swahili,11,9,2023,11,30,Yes,2023,1,31,Tanzania,ES018,,,,,,Sole proprietorship,,0.0,100,0.0,0,0,No,No family ownership,,,,2011,7,2011,7.0,Yes,4,1,No,,No,,,,60,No,,,,,,No,,No,,,,18,Gallons,,No,,,,,0.0,No,0.0,,,0.0,,,,,With little difficulty,Major obstacle,Manufacturing of ,,,,,100,60000000.0,Sixty million,51000000.0,Fifty one milion,55000000.0,Fifty five million,100,0,0,100,0,0,0,0,,,,,,,,,,,,,100,0,,70,20,10,0,,,,,,,,Through internet,Ethnicity or tribe of the business owner or top manager,Major obstacle,Major obstacle,No,,Tend to disagree,Tend to agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,,50.0,0.0,Yes,"Yes, there is more competition",No,No,,Moderate obstacle,0.0,,,,No,,,No,,72.0,No,,,No,,,,,,Major obstacle,No,,Yes,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,No,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,,,No,0,,,,,0,,,4.0,No,,,,,Tend to agree,No time was spent,Yes,1.0,Refusal (spontaneous),No,,No,72.0,,No,No,No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,Yes,7.0,No,Very severe obstacle,Major obstacle,Major obstacle,Major obstacle,Major obstacle,Minor obstacle,Very severe obstacle,2,4,7,3,1,5,6,16.0,16,14.0,2.0,3,6,5,2.0,1.0,,50.0,,0.0,,,,,,,None,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,16,16,2.0,12.0,No,,,Yes,No,No,Moderate obstacle,Moderate obstacle,Access to finance,15,1,11,3,9,5,14,10,13,7,12,2,4,6,8,28000000.0,12000000.0,350000,100000,0,9500000.0,,26000000.0,9500000.0,3000000.0,10,2,11,9,2023,12,20,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,2,No,Yes,City with population over 1 million,1629,Dar-es-salaam,Small (5-19),Other Manufacturing,Panel,243.1794,224.8145,281.29956,32,0,0.0
1181305,651,Other Manufacturing,Medium,Zanzibar,Establishment,0,1,Yes,Furniture,Manufacturing,Zanzibar,7,Small,No,Swahili,7,9,2023,15,32,Yes,2022,12,31,Tanzania,ES022,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,No,No family ownership,,,,1986,15,2008,30.0,No,1,0,No,,No,,,,Don't know (spontaneous),No,,,,,,No,,No,,,,Don't know (spontaneous),,,No,,,,,0.0,No,0.0,,,0.0,,,,,There is only one available internet provider,Minor obstacle,Manufacturing of ,,,,,90,14000000.0,fourteen million,Don't know (spontaneous),,Don't know (spontaneous),,100,0,0,100,0,0,0,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Through other business,Personal relationship and trust with the top manager of the business,No obstacle,No obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,10.0,,Don't know (spontaneous),0.0,Yes,No change,Yes,No,,No obstacle,0.0,,,,No,,,No,,Don't know (spontaneous),No,,,No,,,,,,Major obstacle,No,,No,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,No,No,No,,,,,,,,,,,,,No,"Yes, a loan only",,Application was withdrawn,20000.0,60.0,No,0,,,,,60,Mobile money,Don't know (spontaneous),4.0,Yes,None,30.0,30.0,90.0,Tend to agree,No time was spent,Yes,2.0,No,No,,No,Don't know (spontaneous),,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,No,,,Very severe obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,7,6,4,3,2,5,1,7.0,5,7.0,0.0,0,7,0,0.0,0.0,,0.0,,0.0,,,,,,,None,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,0,No full-time seasonal or temporary workers,,,No,,,Yes,No,No,No obstacle,No obstacle,Access to finance,14,10,4,15,9,13,12,6,11,7,2,8,5,1,3,Don't know (spontaneous),,480000,Don't know (spontaneous),Don't know (spontaneous),3000000.0,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),10,Don't know (spontaneous),7,9,2023,16,19,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,3100,Zanzibar,Medium (20-99),Other Manufacturing,Panel,5.6588554,5.762827,7.505664,99,0,0.0
1181306,655,Retail,Small,Dar-es-salaam,Establishment,0,1,Yes,Accommodation,Other services,Dar-es-salaam,36,Medium,No,Swahili,31,8,2023,12,3,Yes,2022,12,31,Tanzania,ES018,,,,,,Sole proprietorship,,0.0,100,0.0,0,0,No,No family ownership,,,,2001,13,2001,10.0,Yes,17,9,No,,No,,,,100,No,,,,,,No,,No,,,,100,Gallons,,No,,,,,1.0,No,0.0,,,0.0,,,,,With little difficulty,Minor obstacle,Provide services of ,,,,,100,110000000.0,One hundred and ten million,,,95000000.0,Ninety five million,100,0,0,75,0,0,25,0,,,,,,,,,,,,,100,0,,70,25,5,0,,,,,,,,Through other business,Gender of the business owner or top manager,Minor obstacle,Major obstacle,No,,Tend to agree,Tend to agree,We fixed it and took action to make sure it did not happen again,No,,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with more than normal effort,Only senior managers,Yes,Their own performance,Promotions were based solely on performance and ability,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,Too many to count,,Don't know (spontaneous),0.0,Yes,No change,No,No,,Major obstacle,0.0,,,,No,,,No,,,No,,,No,,,,,,Very severe obstacle,No,,Yes,Yes,100,0,0,0,0,Yes,28000000.0,5000000.0,90.0,,10.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,No,0,,,,,0,,,2.0,Yes,25.0,5.0,30.0,40.0,Tend to disagree,5,Yes,2.0,No,No,,No,72.0,,No,No,No,,The establishment did not need to apply for a VAT cash refund,No,,No,,Refusal (spontaneous),,No,,,Yes,14.0,No,Very severe obstacle,Very severe obstacle,Very severe obstacle,Major obstacle,Very severe obstacle,Minor obstacle,Very severe obstacle,5,3,7,2,6,1,4,36.0,30,,,10,8,18,,,9.0,85.0,,0.0,,,,,,,18,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,63,63,13.0,12.0,No,,,Yes,No,No,Moderate obstacle,Moderate obstacle,Customs and trade regulations,1,5,14,12,13,2,15,10,6,11,8,7,3,9,4,100000000.0,40000000.0,2500000,3000000,1000000,,,,,,Refusal (spontaneous),Refusal (spontaneous),31,8,2023,13,57,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,5510,Dar-es-salaam,Small (5-19),Retail,Panel,161.5378,158.10443,143.72847,34,0,0.0
1181307,656,Food,Small,Mbeya,Establishment,0,1,Yes,Wearing apparel,Manufacturing,Mbeya,5,Small,No,Swahili,15,10,2023,13,55,Yes,2022,12,31,Tanzania,ES007,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,No,No family ownership,,,,2003,2,2004,10.0,No,1,0,No,,No,,,,48,No,,,,,,No,,No,,,,5,Gallons,,No,,,,,0.0,No,0.0,,,0.0,,,,,With no difficulty at all,Major obstacle,Manufacturing of ,,,,,100,6750000.0,"Six million, seven hundred and fifty thousand",3500000.0,Three million and five hundred thousand,4000000.0,Four Milion,100,0,0,100,0,0,0,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Through other business,Personal relationship and trust with the top manager of the business,No obstacle,No obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,15.0,,Don't know (spontaneous),0.0,No,"Yes, there is more competition",No,No,,Major obstacle,0.0,,,,No,,,No,,60.0,No,,,No,,,,,,No obstacle,No,,No,No,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,No,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,,,No,0,,,,,5,Mobile money,Don't know (spontaneous),3.0,Yes,None,None,15.0,None,Strongly agree,No time was spent,Yes,1.0,No,No,,No,72.0,,No,"Yes, fully",No,,Other,No,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,Major obstacle,No obstacle,Very severe obstacle,1,4,5,3,2,7,6,5.0,3,5.0,0.0,3,2,0,5.0,0.0,,20.0,,0.0,,,,,,,None,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,3,2,0.0,11.0,No,,,No,,No,No obstacle,No obstacle,Access to finance,10,11,15,12,1,8,6,4,2,13,9,14,7,3,5,750000.0,0.0,60000,20000,0,300000.0,,0.0,350000.0,500000.0,Refusal (spontaneous),5,15,10,2023,15,25,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,No,Yes,City with population over 1 million,1410,Mbeya,Small (5-19),Food,Panel,26.733173,27.568806,41.344753,69,0,0.0
1181308,663,Other Manufacturing,Large,Dar-es-salaam,Establishment,0,0,Yes,Furniture,Manufacturing,Dar-es-salaam,150,Large,Yes,Swahili,30,6,2023,13,50,Yes,2022,12,31,Tanzania,ES002,2.0,Yes,Yes,Yes,,Sole proprietorship,,0.0,100,0.0,0,0,No,100,100.0,0.0,,1973,25,1975,15.0,No,20,8,Yes,ISO 9001,No,,,,Don't know (spontaneous),No,,,,,,Yes,5.0,No,,,,Don't know (spontaneous),,,No,,,,,1.0,Yes,0.0,,,0.0,,,,,With some difficulty,Moderate obstacle,Manufacturing of ,,,,,100,800000000.0,eight hundred million,500000000.0,Five hundred million,500000000.0,Five hundred million,100,0,0,0,0,0,0,0,,,,,,,,,,,,,50,50,Yes,50,0,0,0,India,Airport,30.0,,30.0,,8.0,Through other business,Personal relationship and trust with the top manager of the business,Moderate obstacle,Moderate obstacle,No,,Strongly agree,Strongly agree,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with normal amount of effort,Only senior managers,Yes,Their own performance,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,Too many to count,,90.0,0.0,Yes,"Yes, there is more competition",Yes,No,,Moderate obstacle,0.0,,,,No,,,No,,100.0,No,,,No,,,,,,Moderate obstacle,No,,No,Yes,100,0,0,0,0,Yes,20000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes,20000000.0,0.0,Yes,No,"Yes, a loan only",Private commercial banks,Don't know (spontaneous),Don't know (spontaneous),Yes,Yes,No,No,No,No,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),,,,,Yes,100,Debit cards,Payment received in less than a day,Don't know (spontaneous),Don't know (spontaneous),1,Other,1.0,2.0,No,,,,,Strongly agree,10,Yes,5.0,No,Yes,One week or less,No,,10.0,"Yes, fully","Yes, fully",No,,Other,Don't know (spontaneous),,Don't know (spontaneous),,No payments or gifts are paid,,Yes,30.0,No,Yes,25.0,No,Moderate obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,3,6,4,2,1,7,5,150.0,100,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,,,,,,,30,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,150,150,25.0,12.0,No,,,Yes,Yes,No,No obstacle,No obstacle,Access to finance,13,6,11,12,1,14,5,2,9,8,4,15,3,7,10,50000000.0,7000000.0,5000000,2000000,0,50000000.0,,120000000.0,50000000.0,50000000.0,18,30,30,6,2023,14,48,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,No,Yes,City with population over 1 million,3100,Dar-es-salaam,Large (100 or more),Other Manufacturing,Panel,7.5456653,7.516061,5.1819806,52,0,0.0
